datetime,generator_1,generator_all,generator_use_blast_furnace_gas,generator_use_coke_gas,generator_use_converter_gas,blast_furnace_gas_holder_2,feat_generator_1_lag_1,feat_generator_1_lag_2,feat_generator_1_lag_3,feat_generator_1_lag_4,feat_generator_1_lag_6,feat_generator_1_lag_8,feat_generator_1_lag_12,feat_generator_1_lag_48,feat_generator_1_lag_96,feat_generator_1_ema_2,feat_generator_1_mean_2,feat_generator_1_ema_4,feat_generator_1_mean_4,feat_generator_1_ema_8,feat_generator_1_mean_8,feat_generator_1_ema_16,feat_generator_1_mean_16,feat_generator_1_ema_32,feat_generator_1_mean_32,feat_generator_1_ema_96,feat_generator_1_mean_96,feat_generator_all_lag_1,feat_generator_all_lag_2,feat_generator_all_lag_3,feat_generator_all_lag_4,feat_generator_all_lag_6,feat_generator_all_lag_8,feat_generator_all_lag_12,feat_generator_all_lag_48,feat_generator_all_lag_96,feat_generator_all_ema_2,feat_generator_all_mean_2,feat_generator_all_ema_4,feat_generator_all_mean_4,feat_generator_all_ema_8,feat_generator_all_mean_8,feat_generator_all_ema_16,feat_generator_all_mean_16,feat_generator_all_ema_32,feat_generator_all_mean_32,feat_generator_all_ema_96,feat_generator_all_mean_96,feat_other_power,feat_clock_sin_1,feat_clock_cos_1,feat_clock_sin_2,feat_clock_cos_2,feat_clock_sin_3,feat_clock_cos_3
2025-05-01 00:00:00,103.6890869140625,316.1368408203125,928950.25,0,38205.70703125,144999.6875,102.52455139160156,99.158111572265625,99.619125366210938,101.13461303710938,101.09394836425781,100.01524353027344,97.72381591796875,103.43968963623047,92.436454772949219,102.96007537841797,103.10681915283203,102.01598358154297,101.24771881103516,101.1856689453125,101.02471160888672,101.34567260742188,99.6339111328125,103.71653747558594,104.35028076171875,105.20160675048828,104.19570159912109,315.46746826171875,309.06951904296875,307.3455810546875,306.16998291015625,301.58694458007812,293.52947998046875,282.53515625,298.218505859375,281.93508911132812,315.10519409179688,315.80215454101562,312.31268310546875,312.00485229492188,307.61959838867188,306.92691040039062,305.48800659179688,296.9949951171875,309.18380737304688,312.04678344726562,304.88931274414062,306.086181640625,212.44775390625,0.5,1,0.5,1,0.5,1
2025-05-01 00:15:00,102.64560699462891,319.2691650390625,919191.75,0,47212.640625,148339.15625,103.6890869140625,102.52455139160156,99.158111572265625,99.619125366210938,100.32917022705078,100.64910125732422,99.922355651855469,108.53276824951172,95.712295532226562,102.75042724609375,103.16735076904297,102.26783752441406,102.00434112548828,101.51010131835938,101.27427673339844,101.49861145019531,100.49458312988281,103.65162658691406,103.79545593261719,105.14890289306641,104.26792144775391,316.1368408203125,315.46746826171875,309.06951904296875,307.3455810546875,302.53155517578125,297.10733032226562,285.0926513671875,305.343505859375,286.22998046875,317.88116455078125,317.7030029296875,315.09527587890625,314.98574829101562,310.2083740234375,309.6971435546875,307.10931396484375,298.74960327148438,309.7950439453125,311.6806640625,305.185791015625,306.43032836914062,216.62356567382812,0.53270155191421509,0.99892950057983398,0.56526309251785278,0.99572241306304932,0.59754514694213867,0.99039262533187866
2025-05-01 00:30:00,103.30327606201172,319.70809936523438,896620.5,0,44421.0390625,153548.71875,102.64560699462891,103.6890869140625,102.52455139160156,99.158111572265625,101.13461303710938,101.09394836425781,98.057144165039062,113.9326171875,92.865646362304688,103.11899566650391,102.97444152832031,102.68201446533203,103.04063415527344,101.90858459472656,101.55044555664062,101.71092224121094,100.53630065917969,103.63051605224609,103.39539337158203,105.11085510253906,104.37664794921875,319.2691650390625,316.1368408203125,315.46746826171875,309.06951904296875,306.16998291015625,301.58694458007812,281.9111328125,321.46875,283.08157348632812,319.09912109375,319.4886474609375,316.94039916992188,317.6453857421875,312.31942749023438,311.9622802734375,308.59152221679688,300.394775390625,310.39584350585938,311.46051025390625,305.4852294921875,306.81185913085938,216.40483093261719,0.56526309251785278,0.99572241306304932,0.6294095516204834,0.98296290636062622,0.69134169816970825,0.96193975210189819
2025-05-01 00:45:00,103.04096984863281,319.963623046875,930515.875,0,34568.1015625,154216.609375,103.30327606201172,102.64560699462891,103.6890869140625,102.52455139160156,99.619125366210938,100.32917022705078,100.57342529296875,111.52600860595703,96.36895751953125,103.06697845458984,103.17212677001953,102.82559204101562,103.16973876953125,102.16022491455078,101.88941955566406,101.86740112304688,100.84246826171875,103.59478759765625,103.2327880859375,105.06817626953125,104.44615173339844,319.70809936523438,319.2691650390625,316.1368408203125,315.46746826171875,307.3455810546875,302.53155517578125,286.5411376953125,328.399658203125,286.50692749023438,319.67544555664062,319.83584594726562,318.14968872070312,318.76943969726562,314.01815795898438,314.14129638671875,309.92941284179688,302.74786376953125,310.9757080078125,311.5601806640625,305.78375244140625,307.16036987304688,216.92265319824219,0.59754514694213867,0.99039262533187866,0.69134169816970825,0.96193975210189819,0.77778512239456177,0.91573476791381836
2025-05-01 01:00:00,103.63095092773438,319.51431274414062,896427.375,0,46384.82421875,160695.1875,103.04096984863281,103.30327606201172,102.64560699462891,103.6890869140625,99.158111572265625,101.13461303710938,100.01524353027344,113.55282592773438,95.85009765625,103.44296264648438,103.33596038818359,103.14773559570312,103.15520477294922,102.48705291748047,102.20146179199219,102.07487487792969,101.211669921875,103.59697723388672,103.09536743164062,105.03854370117188,104.52719879150391,319.963623046875,319.70809936523438,319.2691650390625,316.1368408203125,309.06951904296875,306.16998291015625,293.52947998046875,332.46664428710938,286.6904296875,319.56802368164062,319.73895263671875,318.69552612304688,319.61380004882812,315.239501953125,315.809326171875,311.05706787109375,305.05905151367188,311.49319458007812,311.50003051757812,306.06686401367188,307.50228881835938,215.88334655761719,0.6294095516204834,0.98296290636062622,0.75,0.93301272392272949,0.8535534143447876,0.8535534143447876
2025-05-01 01:15:00,104.22092437744141,321.83209228515625,919257.375,0,41766.1640625,170271.109375,103.63095092773438,103.04096984863281,103.30327606201172,102.64560699462891,102.52455139160156,99.619125366210938,100.64910125732422,113.25577545166016,103.12132263183594,103.96160125732422,103.92593383789062,103.57701110839844,103.54902648925781,102.87236022949219,102.77668762207031,102.32735443115234,101.48033142089844,103.63479614257812,102.81974792480469,105.02168273925781,104.53865051269531,319.51431274414062,319.963623046875,319.70809936523438,319.2691650390625,315.46746826171875,307.3455810546875,297.10733032226562,333.19580078125,294.66583251953125,321.077392578125,320.67318725585938,319.95016479492188,320.2545166015625,316.70452880859375,317.62014770507812,312.32470703125,307.35525512695312,312.11978149414062,310.977783203125,306.39190673828125,307.7852783203125,217.61117553710938,0.66071975231170654,0.97346508502960205,0.80438071489334106,0.89667665958404541,0.91573476791381836,0.77778512239456177
2025-05-01 01:30:00,112.22403717041016,340.22705078125,893646.125,0,47489.7890625,167040.171875,104.22092437744141,103.63095092773438,103.04096984863281,103.30327606201172,103.6890869140625,99.158111572265625,101.09394836425781,117.16289520263672,99.35894775390625,109.46989440917969,108.22248077392578,107.03582000732422,105.77922058105469,104.95050811767578,104.40992736816406,103.49166870117188,102.36576080322266,104.15535736083984,102.671630859375,105.17018127441406,104.67266082763672,321.83209228515625,319.51431274414062,319.963623046875,319.70809936523438,316.1368408203125,309.06951904296875,301.58694458007812,346.36932373046875,298.14578247070312,333.84384155273438,331.02957153320312,328.0609130859375,325.38427734375,321.9317626953125,321.51483154296875,315.60733032226562,311,313.82327270507812,310.68341064453125,307.08953857421875,308.22360229492188,228.00300598144531,0.69134169816970825,0.96193975210189819,0.8535534143447876,0.8535534143447876,0.96193975210189819,0.69134169816970825
2025-05-01 01:45:00,120.08821105957031,349.17510986328125,950380.25,120.73580932617188,51476.203125,157288.921875,112.22403717041016,104.22092437744141,103.63095092773438,103.04096984863281,102.64560699462891,102.52455139160156,100.32917022705078,125.53756713867188,106.61715698242188,116.54877471923828,116.1561279296875,112.25677490234375,110.04103088378906,108.31444549560547,106.60538482666016,105.44419860839844,103.58543395996094,105.12097930908203,102.38529205322266,105.47777557373047,104.81298828125,340.22705078125,321.83209228515625,319.51431274414062,319.963623046875,319.2691650390625,315.46746826171875,302.53155517578125,360.32293701171875,306.60186767578125,344.06466674804688,344.70108032226562,336.506591796875,332.6871337890625,327.98583984375,325.728271484375,319.55648803710938,314.91464233398438,315.96578979492188,310.30160522460938,307.957275390625,308.66708374023438,229.08688354492188,0.72114431858062744,0.94843637943267822,0.89667665958404541,0.80438071489334106,0.99039262533187866,0.59754514694213867
2025-05-01 02:00:00,118.79052734375,349.76220703125,942561.6875,0,42604.1171875,148405.9375,120.08821105957031,112.22403717041016,104.22092437744141,103.63095092773438,103.30327606201172,103.6890869140625,101.13461303710938,128.12030029296875,103.9744873046875,118.04327392578125,119.43936920166016,114.87027740478516,113.83092498779297,110.64246368408203,108.49306488037109,107.01435852050781,104.75888824462891,105.94944000244141,101.96552276611328,105.75226593017578,104.96732330322266,349.17510986328125,340.22705078125,321.83209228515625,319.51431274414062,319.70809936523438,316.1368408203125,306.16998291015625,358.55642700195312,305.59814453125,347.863037109375,349.46865844726562,341.808837890625,340.24911499023438,332.82501220703125,329.93145751953125,323.110107421875,318.42916870117188,318.01406860351562,309.87289428710938,308.81924438476562,309.12713623046875,230.97166442871094,0.75,0.93301272392272949,0.93301272392272949,0.75,1,0.5
2025-05-01 02:15:00,115.40634155273438,346.05166625976562,946256.375,161.08006286621094,36758.6171875,133712.28125,118.79052734375,120.08821105957031,112.22403717041016,104.22092437744141,103.04096984863281,102.64560699462891,99.619125366210938,130.75555419921875,101.81005859375,116.28531646728516,117.09843444824219,115.08470153808594,116.62728118896484,111.70110321044922,110.08815765380859,108.00164794921875,105.68121337890625,106.5225830078125,101.94452667236328,105.95131683349609,105.10894775390625,349.76220703125,349.17510986328125,340.22705078125,321.83209228515625,319.963623046875,319.2691650390625,307.3455810546875,362.1583251953125,297.31625366210938,346.65545654296875,347.90692138671875,343.5059814453125,346.30401611328125,335.7642822265625,333.27926635742188,325.80911254882812,321.48818969726562,319.71331787109375,309.71267700195312,309.5869140625,309.63479614257812,230.64532470703125,0.77778512239456177,0.91573476791381836,0.96193975210189819,0.69134169816970825,0.99039262533187866,0.40245485305786133
2025-05-01 02:30:00,116.720947265625,345.80911254882812,957086.75,0,52499.3984375,120554.78125,115.40634155273438,118.79052734375,120.08821105957031,112.22403717041016,103.63095092773438,103.30327606201172,99.158111572265625,135.0472412109375,107.8214111328125,116.57573699951172,116.06364440917969,115.73920440673828,117.75151062011719,112.81661987304688,111.76536560058594,109.02745056152344,106.65790557861328,107.14067077636719,101.91987609863281,106.17337036132812,105.20165252685547,346.05166625976562,349.76220703125,349.17510986328125,340.22705078125,319.51431274414062,319.70809936523438,309.06951904296875,366.23379516601562,305.66409301757812,346.09121704101562,345.93038940429688,344.42721557617188,347.69952392578125,337.9964599609375,336.54190063476562,328.16204833984375,324.2520751953125,321.29486083984375,309.56094360351562,310.33377075195312,310.052978515625,229.08815002441406,0.80438071489334106,0.89667665958404541,0.98296290636062622,0.6294095516204834,0.96193975210189819,0.30865830183029175
2025-05-01 02:45:00,118.55720520019531,349.98583984375,957541.375,3041.03466796875,39963.05859375,105861.1171875,116.720947265625,115.40634155273438,118.79052734375,120.08821105957031,104.22092437744141,103.04096984863281,102.52455139160156,135.68778991699219,108.00575256347656,117.89671325683594,117.63907623291016,116.86640167236328,117.36875915527344,114.09230804443359,113.70489501953125,110.14859771728516,107.79715728759766,107.83258056640625,102.60521697998047,106.42870330810547,105.31156158447266,345.80911254882812,346.05166625976562,349.76220703125,349.17510986328125,321.83209228515625,319.963623046875,315.46746826171875,362.80386352539062,296.46054077148438,348.6876220703125,347.8974609375,346.65066528320312,347.90219116210938,340.6607666015625,340.294677734375,330.72955322265625,327.21798706054688,323.03372192382812,310.69161987304688,311.15133666992188,310.61053466796875,231.42863464355469,0.82967293262481689,0.87591993808746338,0.99572241306304932,0.56526309251785278,0.91573476791381836,0.22221487760543823
2025-05-01 03:00:00,119.24790954589844,336.59683227539062,914556.125,2985.515380859375,33220.32421875,109133.8046875,118.55720520019531,116.720947265625,115.40634155273438,118.79052734375,112.22403717041016,103.63095092773438,103.6890869140625,133.29421997070312,101.64216613769531,118.79751586914062,118.90255737304688,117.81900787353516,117.48310089111328,115.23799896240234,115.65701293945312,111.21910858154297,108.92923736572266,108.5244140625,103.26693725585938,106.69302368164062,105.49495697021484,349.98583984375,345.80911254882812,346.05166625976562,349.76220703125,340.22705078125,319.51431274414062,316.1368408203125,360.97415161132812,293.25811767578125,340.62710571289062,343.29132080078125,342.62911987304688,344.61087036132812,339.75765991210938,342.42999267578125,331.41983032226562,329.11965942382812,323.855712890625,311.49053955078125,311.67599487304688,311.06198120117188,217.34892272949219,0.8535534143447876,0.8535534143447876,1,0.5,0.8535534143447876,0.14644661545753479
2025-05-01 03:15:00,115.94168853759766,332.51461791992188,940520.5625,3080.930908203125,37805.5859375,96644.1953125,119.24790954589844,118.55720520019531,116.720947265625,115.40634155273438,120.08821105957031,104.22092437744141,102.64560699462891,132.26425170898438,101.9803466796875,116.89363098144531,117.59480285644531,117.06807708740234,117.61693572998047,115.39437103271484,117.12210845947266,111.77470397949219,109.94939422607422,108.97394561767578,103.88567352294922,106.88371276855469,105.64038848876953,336.59683227539062,349.98583984375,345.80911254882812,346.05166625976562,349.17510986328125,321.83209228515625,319.2691650390625,361.052490234375,291.10009765625,335.21878051757812,334.55572509765625,338.58331298828125,341.22659301757812,338.14810180664062,343.76528930664062,331.54861450195312,330.69271850585938,324.38052368164062,312.32891845703125,312.10565185546875,311.49337768554688,216.57293701171875,0.87591993808746338,0.82967293262481689,0.99572241306304932,0.43473690748214722,0.77778512239456177,0.084265202283859253
