datetime,generator_1_t+15_pred,generator_1_t+30_pred,generator_1_t+45_pred,generator_1_t+60_pred,generator_1_t+75_pred,generator_1_t+90_pred,generator_1_t+105_pred,generator_1_t+120_pred,generator_all_t+15_pred,generator_all_t+30_pred,generator_all_t+45_pred,generator_all_t+60_pred,generator_all_t+75_pred,generator_all_t+90_pred,generator_all_t+105_pred,generator_all_t+120_pred
2025-05-01 00:00:00,103.36492590965503,103.303276,103.80914904991543,103.63094999999998,104.568109024392,105.95909503008437,106.49126685450528,103.94372271431261,314.85600523204221,315.33354470106514,317.12187234552522,317.30129216435898,321.28756940654358,317.08168728865365,320.34169528032191,319.80841876608793
2025-05-01 00:15:00,103.38036252921475,103.62787269837477,104.10713336483536,104.25926918802689,104.82316976455988,105.95214066725336,105.68718184666277,103.49438452692159,319.07195780054974,319.96362000000005,321.85225916498206,321.83210000000003,323.45989473443365,321.95775862166596,323.25640895034502,322.52261559181591
2025-05-01 00:30:00,103.85589134416912,104.51013034252856,104.84864671583246,105.3075808346362,106.16082214142297,106.90395384020317,106.26958789971815,104.48224990371736,320.63378265236315,320.79966194837965,323.12737117854476,323.27804010680222,325.87035746595137,324.88336332449421,323.67044536361323,324.55474609469047
2025-05-01 00:45:00,103.49510068857629,104.2328142379198,104.68936031066926,104.92973086285873,105.59116526943765,106.27979147419043,106.07898147844178,104.16610986018712,321.12952782644282,321.83210000000014,322.52450937507064,322.59692237899378,326.26785439117816,321.01908961028545,322.57496337100355,323.917386134092
2025-05-01 01:00:00,104.22092400000002,104.78702775865675,105.46720021202749,105.59070547053805,106.23832023057349,107.08521335573575,106.52312178024287,104.77453278675883,321.55522128898849,322.21704449480552,322.5227500022682,322.98984856371203,324.5219979105799,320.77475102429133,321.9562166297851,323.86266736414677
2025-05-01 01:15:00,104.64706534621619,105.67514201913403,106.5886660714728,105.76658737523834,106.64137681735971,107.31156788128288,106.79076120271351,104.83365220434658,324.18230410103729,325.15498265273231,325.84835224069877,326.00584352013385,324.42739803574045,320.57498830260073,323.11569862135053,321.78279307906439
2025-05-01 01:30:00,111.48505956027823,109.77316012975071,110.71284215023923,108.0724306390857,109.65854844179387,110.29834030685826,109.0338856717583,107.05960468379777,343.30623149454215,343.04838046643715,342.78286268415263,343.06126590659744,338.88097895455411,336.59683000000012,338.52634077221268,338.29927092441187
2025-05-01 01:45:00,118.79052999999999,116.07005921708233,116.72094999999999,111.46568699692065,113.40173106467076,113.42553988339998,112.30039148279313,109.29362968173662,348.79846103046935,348.18414630130712,345.80909999999994,345.73082086628585,342.14572401476084,339.68202492013762,338.57485785264458,333.2833599999999
2025-05-01 02:00:00,118.45666061141077,115.73335549241945,115.04032145544421,111.34609879250256,112.41386871667072,112.40654789433131,111.35367735814708,107.83194116718975,346.51969125117603,345.80910000000006,343.28095977715441,341.91529605716562,338.60961027392455,334.90765325017509,336.56094675831019,331.71322973197607
2025-05-01 02:15:00,116.2310458368657,113.69088129505629,112.21599728189807,110.30075263325958,111.00327772444227,110.59545391463742,108.75065196754261,106.73441418463982,343.23299502960788,342.13683675703243,340.1314811779817,337.80997813792948,334.85779015718094,333.02963706916216,330.75640000000004,326.65912111354055
